                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3555,                 2.4206,                 1.5781,                0.56857,                0.05061,                 0.0487,                0.02316,                 1.6226,                 5.1422,                 1.3912,             0.00047243,             0.00047243,             0.00047243
